customer_id,first_name,last_name,customer_city,cpf,country_name
445018984743703104,Sarah,Wilson,1298948914652025344,16686830199,Brasil
938180973999452032,Ada,Leslie,1853049591225846272,99526191589,Brasil
2433888156935990784,Sharon,Forbes,3022441711756741120,26952086807,Brasil
2114331604062594816,Ralph,Boehme,2954795951316589568,87039164521,Brasil
1094824361408514688,Latoya,Meier,3285547780380282880,29172289786,Brasil
3331826451769351680,Carol,Maultsby,202426401696484096,84059954102,Brasil
909292279053935488,Candy,Vail,945356089462678144,31452431785,Brasil
1139129464680807424,Joseph,Bennett,1213126739019785216,66632522120,Brasil
476448784420957056,Frank,Thompson,648580340723423232,16923182888,Brasil
817858258609867392,Marlene,Suchan,3022441711756741120,83467359741,Brasil
336693543816500544,Crystal,Davis,2223368089601402368,61319079429,Brasil
1669481937421247488,Sharron,Fields,2223368089601402368,82163173695,Brasil
2272171310327071744,Mary,Olson,1786739441157666560,37844529232,Brasil
1158353061834253312,Steven,Hollis,2306312968846963200,8420563342,Brasil
1389881518493714688,Frederick,Laborde,2382745837588512768,12862191654,Brasil
500443057508466112,Ted,Spachtholz,1248362522949841408,64555627947,Brasil
1987395201418850560,Jesse,Krapp,1492610643080676864,81709168997,Brasil
554916756082622784,John,Phelps,1786739441157666560,38775011205,Brasil
1749186158767626496,Priscilla,Redding,3237215569258063360,2829858846,Brasil
2259747515549796096,Archie,Elliot,1995413124440644096,92990884218,Brasil
2198648307643372800,Lori,Barraza,205160282146619872,81521754220,Brasil
914638626882640512,Timothy,Birch,3065955382848678912,80234572025,Brasil
1231924903229095424,Keith,Carmona,2599178914174096896,93822807687,Brasil
1473094613814341888,Robert,Robinson,1853049591225846272,8863089167,Brasil
2979036472435832832,Sabrina,Carson,1213126739019785216,67574137351,Brasil
1438892080678912256,Alexander,Church,39769019249884840,37753496320,Brasil
1867908956330915072,Henry,Stubbs,3022441711756741120,13079574203,Brasil
117208339580042736,Leonard,Meredith,2365744306120669184,2203131665,Brasil
162141007712055328,Tina,Davis,2306312968846963200,76313634039,Brasil
383505530932298624,Desire,Chew,205160282146619872,36412093124,Brasil
2828548392035616256,Holly,Rojas,648580340723423232,28818953043,Brasil
2258515175377673984,Jessica,Orabuena,1463614633984728064,13685388,Brasil
2088900066134206208,Carl,Preston,1171648277739431424,29341180962,Brasil
1993500489493498624,Nancy,Pennington,1283648432554304000,32146610022,Brasil
1952090605828286464,Mark,Phillips,2258493254859113216,61699830855,Brasil
3188509094238863872,Joshua,Alberson,375466880453636032,67769838317,Brasil
2442944260252447744,Adriana,Wendel,308440555366929792,82804481532,Brasil
2617136253202927104,Evelyn,Fair,315662881517044736,87352300561,Brasil
3206149570975647232,Mable,Jiles,3065955382848678912,62545137919,Brasil
621478279933873024,Roland,Marine,3360321757790198272,96238152255,Brasil
300002033591864576,John,Ross,2223368089601402368,74738287725,Brasil
2365746893284412416,Kay,Peterson,927471559303961600,5224250558,Brasil
556438881300226112,Suzanne,Blanton,202426401696484096,36977889314,Brasil
2937859299277090816,Emily,Gannon,1264187784263954432,53092559103,Brasil
746670714485197952,Marilyn,House,336249655379697984,87454098492,Brasil
272457328212446592,Elena,Fetzer,945356089462678144,10409775460,Brasil
1689893178591757312,William,Batt,2074819095043236608,47247120792,Brasil
2407871433494796288,Marie,Dickerson,315662881517044736,98001052026,Brasil
1587111964613111296,Jean,Canevari,14715163550490402,18044620769,Brasil
3219391602180177920,Hubert,Cherry,2599178914174096896,83533348574,Brasil
1232779995963095808,Gerald,Peralez,1298948914652025344,31862046139,Brasil
1559010655265039616,Ronnie,Cozzi,952046631241877248,78979085175,Brasil
1539251977581497856,Janet,Johnson,802992045989571712,13789697666,Brasil
2107941289036683776,John,Tagliarini,3074491509913706496,82872310224,Brasil
3185587660432936960,John,Bass,3035063881457981440,60809249928,Brasil
717449780521818496,Regina,Crabill,2333012745884428800,14585817169,Brasil
947957117371987200,Mary,Kostyla,1580868134171330304,75465105080,Brasil
758783050750801536,James,Hiett,895082441834683136,62395076454,Brasil
944027922630165888,Herbert,Thompson,2181560147045962752,87217305013,Brasil
1614174897671138048,Eric,Willis,1213126739019785216,36073575970,Brasil
71559515322475288,Roy,Coleman,2383049852657765888,84841605294,Brasil
178510223027013792,Burt,Hutchinson,895082441834683136,8571163960,Brasil
3160183580833799680,Michael,Malach,1992574491896183040,73792067394,Brasil
704459743520242176,Juan,Mcpeak,2896559457056538624,40115687261,Brasil
3270788775954575360,Bertha,Dallas,1957994163832381696,15593071106,Brasil
1981024394697190656,Sandra,Roman,2692870097699523072,68387486742,Brasil
1284957102723142912,Stephanie,Roye,3029236240856091648,48105939977,Brasil
1604939320514559232,Tomeka,Howard,2692870097699523072,63410111798,Brasil
1764361358156557312,Jon,Johnson,215858741798202016,78853900437,Brasil
3060133551646704128,Juan,Schiffer,3240880319371867136,39841072100,Brasil
2443563825978484736,Mable,Sinclair,14715163550490402,33091310967,Brasil
577764034853495296,Harry,Copeland,1283648432554304000,52252122232,Brasil
2229707986358996736,Johnny,Yates,3133514207207969280,88570263360,Brasil
1004233677840026112,Mary,Hart,2026827405330108672,88864980059,Brasil
2839312933579860480,Frederick,Rutan,1445139121022569472,22034050663,Brasil
73068049564723168,Phillip,Howe,1492610643080676864,1170133290,Brasil
1149355984595184256,Dennis,Cardenas,1161551435805996032,73009979525,Brasil
1186551755164997888,Robert,Herrick,202426401696484096,21718032729,Brasil
1757205328594729984,William,Burton,648580340723423232,39700699111,Brasil
192118014408376928,Kathleen,Brotherton,2241220102068296960,95957154622,Brasil
2125164542478720512,Nicolas,Shoaff,2914836610495662080,55996079306,Brasil
1197126320200198912,Fidela,Holland,1671822576895199744,52586466040,Brasil
291591192056656832,Lisa,Haynes,1445139121022569472,37425866112,Brasil
2882885381132600320,Patricia,Boone,2184659546192465408,48773703486,Brasil
1791904126245345792,Lorene,Browne,2074819095043236608,88234944823,Brasil
2871049116995410432,Willie,Makris,1253365031226127616,87857274062,Brasil
2787495946636996608,Wayne,Zeigler,5855043697306583,76414253628,Brasil
1329256899263962368,Opal,Williams,205160282146619872,99873586215,Brasil
1744903004329039360,Bruce,Brown,802992045989571712,313253576,Brasil
1301539510942049536,Gary,Dvorak,1463614633984728064,8800714506,Brasil
993149128166973696,Cassie,Motyka,1229150522753571072,78153470348,Brasil
1046557113447331968,Thomas,Tatum,798176210269504000,96824427201,Brasil
2411046408783366656,Zenaida,Strickland,1671822576895199744,41103553684,Brasil
2307485552871504384,Bryan,Gentile,2172611850640109312,1486042921,Brasil
1637245273803118336,Jonathan,Shanahan,1580868134171330304,3964921286,Brasil
1952217743535921152,Cyrus,Graham,2241220102068296960,70181160728,Brasil
1266814316892088064,Josephine,Mays,3244833730974777856,90582597921,Brasil
2667938629757026816,Jason,Sudderth,1229150522753571072,46991278749,Brasil
1513258232641372416,Jason,Hernandez,1992574491896183040,40693598548,Brasil
3211309864340098048,George,Haynes,2241220102068296960,11661806587,Brasil
2988986930460647936,Pedro,Seguin,2382745837588512768,20015169721,Brasil
1790460758316199936,Ernest,Mackerl,160055940224887328,17018062710,Brasil
1474921617811975936,Chad,Augusto,2954795951316589568,56807744622,Brasil
781216129200340096,Maria,Gordon,160055940224887328,56730208670,Brasil
3021927421818444288,Mitchell,Vigil,3022441711756741120,85213888548,Brasil
2045733457373569792,Vernon,Stephenson,952046631241877248,57453556675,Brasil
2154780197851530240,Karen,Burbank,1733155656715053312,84336231178,Brasil
981979027593324800,Aaron,Burch,5855043697306583,3303124584,Brasil
2319162307078664704,Donald,Foley,2172611850640109312,43389372478,Brasil
559579812792492864,Steven,Jones,1492610643080676864,16181551300,Brasil
3268228805208374272,Ellen,Quinn,3232369307766020608,90578592898,Brasil
2075964856959469824,Edward,Garand,160055940224887328,13285727798,Brasil
963273242820077440,Drew,Williams,3244833730974777856,58116400093,Brasil
2406176547637725184,Dolores,Lee,2615860394225039360,42310017046,Brasil
2291910856099868160,Ryan,Turk,1264187784263954432,11769676367,Brasil
6615253083004570,Earl,Thompson,1283648432554304000,50386680778,Brasil
1397962468827945216,Donna,Mason,945356089462678144,51847184811,Brasil
3131369096805666816,Charles,Bradley,2172611850640109312,72467690633,Brasil
2326631487230809600,John,Youngblood,3035063881457981440,72736727929,Brasil
1967812069634156544,Frieda,Lemons,202426401696484096,24020176116,Brasil
1077923341950018048,Barbara,Dillard,1248362522949841408,63852625996,Brasil
2957223391512876032,Franklin,Delacerda,1253365031226127616,41512517945,Brasil
1911514685214457088,Margaret,Jackson,164736589305805696,55205948319,Brasil
418796325897151360,Maurice,Medovich,2184659546192465408,96393166904,Brasil
263905085314615648,Lawrence,Beyah,3035063881457981440,73190679325,Brasil
2333383823389150208,Ruth,Amos,1211452592809303040,1571721235,Brasil
3151733226036004864,Marisa,Carter,2914836610495662080,22322231993,Brasil
14624969479875364,Barry,Sutton,1211452592809303040,27853300320,Brasil
3146049431660241408,Joyce,Nord,607456121077875072,43801619934,Brasil
588059553235466624,Antonio,Payne,1853049591225846272,15763305376,Brasil
1828176829573189376,Lisa,Bechel,1957994163832381696,33315219438,Brasil
1459241716167123968,Kyle,Pawlicki,1397727194554036224,51420577375,Brasil
2812254249281012736,Elizabeth,Vickery,3244833730974777856,47880558465,Brasil
2087803394865980928,Ronnie,Caldwell,14727504457017150,46658229260,Brasil
2660719552072082432,Alton,Costello,3279617650376413184,53125846666,Brasil
810906841569322240,Toni,Markham,1962889254359325952,62289346069,Brasil
922120245527170176,Eva,Ashcraft,2419983425762407936,67928640546,Brasil
75307778037398944,Kiana,Hammock,874556213273600128,56862385148,Brasil
1726971642927554048,Dianna,Hamlin,2891497486765701120,95051875147,Brasil
752496512048823680,Anne,Garner,1303439036311231744,53781975155,Brasil
1344221025073990912,Morgan,Keyes,2041104140958306048,91283139084,Brasil
732677001258452992,Carolyn,Polzin,895082441834683136,23276580086,Brasil
1213593082368560640,Catherine,Suarez,336249655379697984,66620006296,Brasil
780695903752306688,Troy,Keirnan,3035063881457981440,17494107809,Brasil
2755901114338308096,Brian,Slife,2241220102068296960,44646338210,Brasil
2970128730533204480,Richard,Boyce,1248362522949841408,68833685422,Brasil
476674137629471872,Deena,Waldman,3232369307766020608,64892163795,Brasil
1448435679600379648,Denise,Davis,1492610643080676864,90332794099,Brasil
2412633696929576448,Talitha,Rivera,2074819095043236608,81523949350,Brasil
766899079393142912,Patrick,Jamerson,802992045989571712,35192999234,Brasil
558853807903105280,Jessica,Garrett,3133514207207969280,18593650438,Brasil
2567584004218292736,Teresa,Lukowski,952046631241877248,10151561300,Brasil
2717620031920916992,Edward,Work,1445139121022569472,67170656531,Brasil
2796918873646157312,Minnie,Adams,3035063881457981440,23269808899,Brasil
466926203588617728,Deborah,Mcchriston,3279617650376413184,84884753371,Brasil
274054839182513056,Maryann,Campbell,1303439036311231744,84510505034,Brasil
2877081713206253056,Javier,Mcmillan,895082441834683136,40134397441,Brasil
1737384093678892544,John,Dampier,1992574491896183040,30540257207,Brasil
2732639702195096576,Robert,Kimball,1445139121022569472,37689565619,Brasil
1494936759909795328,James,Brown,164736589305805696,23861728471,Brasil
2911542008130165760,Shari,Scott,927471559303961600,52025472785,Brasil
1123477590098193024,Joseph,Stone,903515599400755072,22941487890,Brasil
1406667598885788160,Ruth,Vosburg,205160282146619872,87753008018,Brasil
2459742957370484224,Alberta,Diaz,2383049852657765888,2578880254,Brasil
3086746200494042112,Kareem,Grimaldi,2905956215056027648,83957026583,Brasil
1256070670876122112,Felicia,Nolte,2172611850640109312,88881839355,Brasil
2888132947802547712,Georgia,Dickey,2041104140958306048,20292361593,Brasil
3104976139177020416,Maggie,Short,927471559303961600,425008690,Brasil
1318609061774981888,Leana,White,2172611850640109312,46717570450,Brasil
1653563381709104384,Beverly,Hlavac,1211452592809303040,37688394883,Brasil
1213892898066700032,Edward,Gamble,3240880319371867136,5564669523,Brasil
1087428256544696576,Dawn,Black,1435112300382671616,69987946192,Brasil
1346896653801783808,Ann,Newman,3240880319371867136,98026954603,Brasil
974654567518843008,Jenni,Richardson,2382745837588512768,74005874295,Brasil
2940184531114275328,Ralph,Weaver,3333122778178429440,71290124674,Brasil
84482709081389456,George,Robertson,1992574491896183040,56781359944,Brasil
2711323285376562688,Terrence,Ruper,1492610643080676864,62690572823,Brasil
1974265975798461952,Sherri,Murders,1786739441157666560,80532975883,Brasil
1707487053259760128,Robert,Williams,927471559303961600,57126722103,Brasil
1124513079172842240,Christina,Stewart,39769019249884840,65029891569,Brasil
1233099141441427968,Christine,Decarlo,2041104140958306048,23534953224,Brasil
931939811345293184,Robert,Spann,3244833730974777856,51566627009,Brasil
1398103893585785088,Marcus,Mccauley,927471559303961600,39364267188,Brasil
1285754244841119744,Gina,Davis,903515599400755072,8757305460,Brasil
1898160965864196864,Guadalupe,Bauer,2181560147045962752,12415030609,Brasil
964528471661811456,Maren,Randazzo,1957994163832381696,90792293157,Brasil
554031438093919296,Shellie,Fite,3074491509913706496,55557838815,Brasil
2316140931872365056,Ruth,Myers,39769019249884840,91932031015,Brasil
1595139169010874368,Tom,Vernon,1733155656715053312,79675687007,Brasil
1152582616138750720,Ben,Mcneill,3029236240856091648,27549121706,Brasil
2961256958525940224,Robyn,Bodi,336249655379697984,34157759808,Brasil
1502356192224725760,Michael,Hangartner,2223368089601402368,13608523404,Brasil
1294534222891710464,Brandon,Ray,1995413124440644096,8813160564,Brasil
264074377835287744,Walter,Plymel,1283648432554304000,88906642005,Brasil
3062128941579231232,Dominga,Crowell,3232369307766020608,64231829525,Brasil
655334906928397056,Johnnie,Harrison,798176210269504000,82533859656,Brasil
335300658357394368,David,Gannon,3029236240856091648,67880192073,Brasil
2164659963198443776,Virginia,Anderson,1264187784263954432,47859458340,Brasil
523670272694046784,Donna,Hall,1962889254359325952,64401803662,Brasil
130102572083801088,Mark,Hassinger,1962889254359325952,188304023,Brasil
2786113978238678016,Teresa,Graf,1671822576895199744,6654540318,Brasil
815526274735298560,Felipe,Wofford,2905956215056027648,63378046030,Brasil
1999511825327534848,Michael,Bradbury,927471559303961600,63494519188,Brasil
3179819724464654336,Kelly,Heikes,3240880319371867136,24584988378,Brasil
1378576409565849088,Michael,Lopez,2258493254859113216,41345924866,Brasil
2882027308725355008,Kristine,Mccormick,2419983425762407936,68586774121,Brasil
1788199711149539072,Charlotte,Ludeker,13073615623177554,34977676041,Brasil
2125608335484067584,Verda,Johnson,215858741798202016,80732232344,Brasil
269135672029403808,Bryan,Beckman,2026827405330108672,50117161751,Brasil
2135363810798115840,Wilbur,Henderson,2333012745884428800,57310522840,Brasil
410134771182918720,Judy,Wise,160055940224887328,50853427690,Brasil
3033543385751574016,Paul,Johnson,1463614633984728064,48809375950,Brasil
101370985476908112,Misty,Krell,1213126739019785216,2450683567,Brasil
2277014098763137792,Ruth,Barnes,429453496665470016,19784136115,Brasil
1728870788749373440,Tracy,Argabright,648580340723423232,55709298422,Brasil
2923957236301838848,Kathleen,Ellis,648580340723423232,78201970262,Brasil
2074206192507228672,Benjamin,Barry,1298948914652025344,4626814204,Brasil
1563860710110979072,Mike,Begin,1995413124440644096,60699616223,Brasil
950000128281580928,Arlene,Cochran,1853049591225846272,66352812084,Brasil
1748192627719172864,Ricky,Polanco,2074819095043236608,7360912780,Brasil
3161037466640854528,Elizabeth,Clark,3035063881457981440,76433662068,Brasil
875668045997546112,Larry,Vasquez,1211452592809303040,54254229850,Brasil
661520476272832896,Ronald,Morris,5855043697306583,26673581457,Brasil
183665654525980096,Craig,Gil,429453496665470016,26893534221,Brasil
2722434249077130240,Nettie,Cook,268712992303181376,42369699519,Brasil
1295058491147734784,Chi,Howell,2615860394225039360,38972130355,Brasil
1166949243737626880,Lorraine,Kruse,1213126739019785216,33164102766,Brasil
107217361716317520,Katrina,Marrero,903515599400755072,38178940547,Brasil
560539599729447104,Brandon,Taylor,94238784763655040,64864806522,Brasil
1996366610253380608,Holly,Martinez,1580868134171330304,3492850034,Brasil
1638343805071671040,Chad,Raya,3285547780380282880,34319261533,Brasil
1379697072918473984,Eveline,Taylor,2333012745884428800,77684849827,Brasil
1635524253189656320,Clark,Bonaccorsi,164736589305805696,65748567222,Brasil
900594349974947712,Jennifer,Dupree,2383049852657765888,94546118161,Brasil
1761925635674678016,James,Reyes,607456121077875072,73362451746,Brasil
1390364756812787456,Leigh,Garrity,996668673221257088,79909098221,Brasil
1242201987096985600,James,Ziegler,1264187784263954432,39972786253,Brasil
2014912222082715904,Jack,Kelly,1303439036311231744,46542853299,Brasil
1603153837332329216,Jose,Cromwell,3285547780380282880,40005575801,Brasil
3102595437702391296,Danny,Ross,874556213273600128,99381795049,Brasil
1319875554451806976,Aimee,Colston,459444236100117568,98659986771,Brasil
2439942940526665728,Roger,Greene,1962889254359325952,22877084072,Brasil
933721862494123008,Claude,Green,3022441711756741120,51718649678,Brasil
1648835555818988288,Rickie,Corley,1303439036311231744,67576509123,Brasil
2430162292085668352,Joseph,Guerrero,1248362522949841408,13242398128,Brasil
2040908277554193920,Henry,Schulte,2306312968846963200,519523841,Brasil
433719712451183488,Robert,Salas,3237215569258063360,96791613044,Brasil
172398877345533920,Jimmie,Benson,3065955382848678912,78108890663,Brasil
2152880863079440640,Duane,Walker,3133514207207969280,19029183424,Brasil
2124229309387083776,Joseph,Sanders,160055940224887328,5857655171,Brasil
3001506141519824384,Phillip,Hale,459444236100117568,56705193442,Brasil
1770248564582164224,Joshua,Millard,3360321757790198272,80002159157,Brasil
1078964138320030592,Francisco,Behel,2954795951316589568,76622041655,Brasil
2393842120749297664,Joseph,Doman,3065955382848678912,10953346867,Brasil
1430015241017175552,Tyrone,Stone,1229150522753571072,4076442718,Brasil
1024008485550043264,Roy,Sheridan,2599178914174096896,63403293068,Brasil
2202797761329087488,John,Wright,1435112300382671616,67360290129,Brasil
550608825383736896,Judy,Haifley,315662881517044736,43017042005,Brasil
308980930105247104,Brandon,Wilhelm,2615860394225039360,89438874660,Brasil
524100072482804928,Orville,Workman,1211452592809303040,62345939160,Brasil
3354029458350096384,Jean,Mickell,945356089462678144,62487810205,Brasil
1610828780807135232,Erin,Freese,1580868134171330304,68947603850,Brasil
568210875577287552,Susan,Lewis,1229150522753571072,89422084998,Brasil
2583716700128104960,Keshia,Novetsky,1248362522949841408,46335217156,Brasil
998698274777800448,Jerry,Peck,1213126739019785216,98581114405,Brasil
3040422486092281344,Dorothy,Troy,215858741798202016,96069650729,Brasil
689126146555351040,Heather,Glass,268712992303181376,89947358576,Brasil
152667843170631520,Diane,Macaraeg,952046631241877248,41248237744,Brasil
949049802359139456,Genevie,Snyder,1435112300382671616,42210573966,Brasil
2319115456985792512,Timothy,Furrow,2026827405330108672,33065830968,Brasil
2032335757601358080,Vicki,Bass,1298948914652025344,59553498324,Brasil
3256177466724191744,Raymond,Li,3029236240856091648,4030403958,Brasil
3038950913766508032,Mary,Lane,308440555366929792,7824299164,Brasil
1923462948212722944,Lillie,Stroman,5855043697306583,91103505119,Brasil
454933456792423232,Mary,Harvey,2041104140958306048,550753883,Brasil
1497716582800207616,Mae,Dortch,3279617650376413184,5875203632,Brasil
1228943077315529984,Minnie,Walker,1264187784263954432,98560342894,Brasil
2233931607588557312,Jill,Harvey,2241220102068296960,1899842253,Brasil
3185017508337320448,Allen,Selman,5855043697306583,17401519604,Brasil
998314723988353152,Danielle,Bruce,94238784763655040,61825717660,Brasil
977020299748011520,Michael,Beck,2905956215056027648,63678261245,Brasil
1561354906910656768,John,Ferry,1283648432554304000,36036591938,Brasil
471131599081621120,Alison,Marin,1303439036311231744,35529041136,Brasil
2727119756704125952,John,Holmes,1397727194554036224,35299448189,Brasil
2107356556747374592,Ryan,Rosa,1786739441157666560,737288618,Brasil
3270694131821030400,Raymond,Curtis,3333122778178429440,7259867224,Brasil
1316236387434656000,David,Greene,3285547780380282880,55460056656,Brasil
3186730441364772352,Matthew,Richardson,2172611850640109312,4484871296,Brasil
2282318651003460864,Myrna,Bess,205160282146619872,79719787551,Brasil
369882488637049088,Jessie,Oguin,895082441834683136,63334032746,Brasil
863763346034321536,Douglas,Neill,3360321757790198272,5439345145,Brasil
938371080433758720,Barbara,Ramsey,3065955382848678912,35557361195,Brasil
2212994904569735680,Helen,Farr,1303439036311231744,10816066540,Brasil
2672667774453281280,Richard,Pasquale,2615860394225039360,7589487708,Brasil
1118358556820489856,Ralph,Duncan,2041104140958306048,28631642601,Brasil
1314385131662734848,Thomas,Uitz,164736589305805696,32599795981,Brasil
2509085295689195008,Sandra,Obrien,874556213273600128,95186159003,Brasil
698384202733715328,Hattie,Knecht,2692870097699523072,80190599175,Brasil
887465964621024512,Mike,Presha,3022441711756741120,28907909712,Brasil
2113151994847204352,Don,Mitchell,2365744306120669184,68940199682,Brasil
1935801852381389056,Ronald,Wilson,164736589305805696,12464658154,Brasil
2852105316123390976,Jack,Yusef,1435112300382671616,19906324204,Brasil
2849647503926468608,Aaron,Eiben,3237215569258063360,43649362688,Brasil
2495003329386154496,Laura,Monroe,2896559457056538624,96063665925,Brasil
3073265001068898816,Joan,Natoli,903515599400755072,32374208787,Brasil
3220130198209954816,Sonia,Mitchell,996668673221257088,50731690762,Brasil
1747048364271425792,Toya,Haase,648580340723423232,81425203961,Brasil
3038600538031774720,Mary,Parker,1161551435805996032,86302653898,Brasil
1782806422653933824,Irving,Priest,2241220102068296960,54010658615,Brasil
2336452742604779520,Betty,Mundy,1283648432554304000,35616667134,Brasil
2005742495116908800,Ellen,Sheehy,3237215569258063360,84922201497,Brasil
1865490695260014848,David,Hubler,1853049591225846272,60135842925,Brasil
2486408604489983488,Rodney,Jenkins,2181560147045962752,52655625612,Brasil
3194503870055242752,Ruby,Sims,1264187784263954432,22497186671,Brasil
1964970483046947584,Frank,Holladay,3029236240856091648,4559959873,Brasil
811617788423618816,Tasha,Allen,1671822576895199744,24830745092,Brasil
2264328168673997568,Clara,Veliz,2172611850640109312,14874963343,Brasil
2665563637751936000,Paul,Mckee,895082441834683136,21237619900,Brasil
1620305414234659328,David,Cummings,3240880319371867136,66204679810,Brasil
2919426849142565376,David,Andrews,996668673221257088,46609072116,Brasil
1554482834046152192,Barbara,Wentworth,1229150522753571072,55100742673,Brasil
2768475627621285376,Derrick,Meyer,14715163550490402,85654708721,Brasil
3331623577115420160,Doris,Montgomery,3022441711756741120,28364710637,Brasil
158554461894233,Rosemary,Haynes,336249655379697984,61733221860,Brasil
2586476739752006656,Micheal,Noll,2241220102068296960,94898484867,Brasil
1183733459083740672,William,Perrone,3333122778178429440,47469145452,Brasil
2918760626114550784,Kenneth,Hall,952046631241877248,53181267906,Brasil
1628634013976458240,Irvin,Muniz,802992045989571712,22049191286,Brasil
2085213835292867840,Pat,Brooks,1253365031226127616,73533292166,Brasil
621430067330754816,Sandra,Sells,72822273209783632,23167473812,Brasil
2546612308466467840,Judy,Rothenberg,3022441711756741120,27466649326,Brasil
371966605549218112,Erin,Neff,1264187784263954432,79003663039,Brasil
3200980598685044736,Kathleen,Meyer,72822273209783632,38257771569,Brasil
1279916759802964736,Richard,Barrera,2382745837588512768,87015234499,Brasil
3323902246772598272,Debrah,Jefferson,14715163550490402,60340495577,Brasil
2906740636510789632,Lance,Reynolds,648580340723423232,89360431390,Brasil
208576782683277152,Heather,Musigdilok,2183212923812817152,17574820612,Brasil
2944753342373192704,Tonia,Wu,2241220102068296960,86787539205,Brasil
275053708098263232,Paul,Littlejohn,1962889254359325952,62082708313,Brasil
3153904493249735680,Anthony,Swanson,14715163550490402,73578312913,Brasil
1924628412955960576,Daniel,Burkitt,2954795951316589568,19569164083,Brasil
1306963779051806464,Patricia,Uong,870148829038447232,50203535328,Brasil
2508143897397210624,Jacquelyn,Mitchell,1463614633984728064,28805436473,Brasil
1644863168293502208,Connie,Harness,3285547780380282880,92310585812,Brasil
3247074765573507584,Roland,Hanna,1957994163832381696,53019734423,Brasil
2005143136492569856,Regina,Rudolph,160055940224887328,22630867699,Brasil
750616625084680832,Anthony,Green,72822273209783632,5610058909,Brasil
595518219235577216,Blanche,Hillin,1733155656715053312,71692999512,Brasil
1319107300614560256,Ashly,Adams,2183212923812817152,67000725526,Brasil
1291126534536430592,Sergio,Savage,2172611850640109312,20877228706,Brasil
2152376027262663936,Carolyn,Hulet,1671822576895199744,63598922994,Brasil
1189135334395057152,Rebecca,Laverdiere,2181560147045962752,21856843792,Brasil
849987973099320960,Arnulfo,Scarborough,375466880453636032,30029181212,Brasil
2003578683392652032,Eugene,Dauer,268712992303181376,439850885,Brasil
2186892032373627136,Charles,Aguirre,268712992303181376,56681765827,Brasil
613889954179311104,Manuel,Smith,1253365031226127616,42249580393,Brasil
1382223183307052032,Floyd,Cumberbatch,1171648277739431424,26620466243,Brasil
228589036086470336,John,Collins,1298948914652025344,35355184659,Brasil
1358748237604337408,Vincent,Palacios,1213126739019785216,92049143167,Brasil
2059540381647460864,Annie,Dedic,3244833730974777856,8858573053,Brasil
2431713403425222144,Garrett,Hutzler,1962889254359325952,28012218460,Brasil
168572671083056320,Lillian,Zavala,39769019249884840,59083072983,Brasil
997918035305143936,Jeffrey,Stamand,1283648432554304000,94414526025,Brasil
308871859974587840,Brandy,Munoz,874556213273600128,82747031160,Brasil
622619591303739008,David,Vert,2954795951316589568,13266454170,Brasil
2971136080456866816,Cassandra,Davenport,160055940224887328,17565145030,Brasil
1886327821126701312,Charles,Rice,94238784763655040,69721283524,Brasil
2876604376569286656,Todd,Mawyer,1171648277739431424,58308298630,Brasil
1228306761352604160,James,Daner,3333122778178429440,32345280756,Brasil
1146799896942858240,Barbara,Peters,798176210269504000,87738341148,Brasil
952922028649845632,Christopher,Beasley,2041104140958306048,17195327283,Brasil
949016696477455744,Ricky,Mitchell,2914836610495662080,77548435772,Brasil
3340556783726589952,Fritz,Vargas,3091433803062291968,38978213434,Brasil
