account_id,customer_id,created_at,status,account_branch,account_check_digit,account_number
2317730837342574592,1791904126245345792,2019-12-19T04:09:33.000Z,active,9944,5,32626
1702680208601907456,2871049116995410432,2019-09-21T18:22:37.000Z,active,6204,8,69765
1610997083436013824,2787495946636996608,2019-09-14T05:44:31.000Z,active,4595,9,56657
1431430621285768448,1329256899263962368,2019-03-16T07:49:39.000Z,active,573,0,4621
1575450670747811328,1744903004329039360,2019-10-10T09:23:52.000Z,active,2399,0,57263
585558974073297920,1301539510942049536,2019-07-20T06:06:56.000Z,active,3076,5,90774
1641327779543874048,993149128166973696,2019-02-28T14:21:12.000Z,active,7182,3,74475
362519082276314112,1046557113447331968,2019-03-10T03:04:38.000Z,active,8781,1,11697
2364396966237895168,2411046408783366656,2019-01-13T11:54:10.000Z,active,1899,3,59373
979654000177807616,2307485552871504384,2019-06-04T11:52:29.000Z,active,4710,7,31852
2020202567299830272,1637245273803118336,2019-03-14T23:43:54.000Z,active,1748,4,55081
1773137547842524672,1952217743535921152,2019-11-04T12:47:41.000Z,active,5641,1,35534
655475131890817024,1266814316892088064,2019-01-18T23:09:09.000Z,active,5924,4,31975
100642855136823056,2667938629757026816,2019-01-15T13:32:41.000Z,active,5850,5,52478
1565903926780073728,1513258232641372416,2019-01-28T12:29:17.000Z,active,441,6,76223
2001021613139299072,3211309864340098048,2019-11-23T13:17:27.000Z,active,1001,7,52084
1242835248533352192,2988986930460647936,2019-07-23T23:02:01.000Z,active,7184,9,48710
1154395376245267200,1790460758316199936,2019-04-12T09:58:00.000Z,active,7767,1,61135
3013607912610328576,1474921617811975936,2019-07-14T22:44:35.000Z,active,9315,4,9045
1327634959155804928,781216129200340096,2019-02-06T06:46:29.000Z,active,4887,5,12756
662889131085614592,3021927421818444288,2019-01-16T18:31:13.000Z,active,6212,7,48268
335153731199811136,2045733457373569792,2019-09-02T22:52:56.000Z,active,4357,9,6238
273757119889734016,2154780197851530240,2019-06-19T22:35:04.000Z,active,9393,6,79341
1411654469209523200,981979027593324800,2019-09-09T03:52:53.000Z,active,2641,9,37425
565707937922499008,2319162307078664704,2019-01-14T16:13:13.000Z,active,7680,5,53995
1721903123063554816,559579812792492864,2019-11-01T08:51:26.000Z,active,3717,4,25849
1322455016220591104,3268228805208374272,2019-12-01T19:28:19.000Z,active,5811,2,25129
252304580800875488,2075964856959469824,2019-08-28T17:32:32.000Z,active,1971,1,17695
388141757605628992,963273242820077440,2019-02-16T16:31:55.000Z,active,1519,5,98496
2448743790834618368,2406176547637725184,2019-02-01T19:15:43.000Z,active,8933,3,22444
3286338426740321792,2291910856099868160,2019-07-17T11:33:35.000Z,active,9576,3,14056
2063889758986716672,6615253083004570,2019-04-21T11:20:45.000Z,active,113,6,27315
236801783846421792,1397962468827945216,2019-09-05T16:33:10.000Z,active,2800,7,60149
355441437366237248,3131369096805666816,2019-03-01T16:51:25.000Z,active,6605,7,46993
3385126743822344192,2326631487230809600,2019-02-03T01:47:15.000Z,active,5793,1,96363
57790139548149152,1967812069634156544,2019-01-09T01:40:01.000Z,active,4768,7,82001
3193746832082583040,1077923341950018048,2019-10-25T01:08:24.000Z,active,985,5,30619
65124676727719544,2957223391512876032,2019-09-22T15:41:37.000Z,active,7381,2,67985
2103456069086255872,1911514685214457088,2019-11-14T07:23:40.000Z,active,1615,0,6044
951010589121493504,418796325897151360,2019-03-02T10:23:36.000Z,active,7458,3,5983
3009940372403968512,263905085314615648,2019-05-30T21:48:00.000Z,active,9661,4,70817
1304758444438293504,2333383823389150208,2019-04-16T13:21:27.000Z,active,2263,2,14941
2047818641486718720,3151733226036004864,2019-06-04T08:06:22.000Z,active,979,9,78348
1740892857749742592,14624969479875364,2019-11-04T05:23:50.000Z,active,1576,5,26342
1778659349268107264,3146049431660241408,2019-10-09T16:14:19.000Z,active,2602,8,2476
2415549925008779776,588059553235466624,2019-08-05T02:49:43.000Z,active,9071,0,3033
931073826060581248,1828176829573189376,2019-02-11T01:11:10.000Z,active,5983,6,4107
1594708967978597120,1459241716167123968,2019-04-17T10:12:11.000Z,active,3440,8,37736
381620719800980864,2812254249281012736,2019-02-18T21:13:50.000Z,active,2374,2,22477
2754797928368820736,2087803394865980928,2019-06-12T03:03:55.000Z,active,3663,8,71225
328942807669805760,2660719552072082432,2019-07-01T12:02:59.000Z,active,7967,7,71029
660940592567629184,810906841569322240,2019-02-09T20:58:43.000Z,active,245,0,5606
1076463795414608256,922120245527170176,2019-11-24T19:18:56.000Z,active,7260,5,77323
997063098845176320,75307778037398944,2019-03-19T03:43:01.000Z,active,223,8,20253
1727804231324983040,1726971642927554048,2019-12-29T16:25:56.000Z,active,7345,4,1655
397779778348842368,752496512048823680,2019-06-22T22:53:10.000Z,active,2721,5,91515
1834122881368515584,1344221025073990912,2019-08-23T12:57:13.000Z,active,4345,5,44925
2814283565984264192,732677001258452992,2019-04-15T03:28:55.000Z,active,6756,0,30509
2601869150569993216,1213593082368560640,2019-04-07T02:18:01.000Z,active,7973,7,3693
1113582047487279872,780695903752306688,2019-06-23T08:15:39.000Z,active,4592,6,69234
2479636480148733952,2755901114338308096,2019-10-23T20:26:41.000Z,active,7847,0,48072
507467075653182080,2970128730533204480,2019-12-25T01:09:27.000Z,active,2135,9,74471
2418984228449079808,476674137629471872,2019-05-08T02:16:40.000Z,active,8173,3,80064
56360672140467840,1448435679600379648,2019-09-15T12:49:33.000Z,active,4076,6,53542
67821389958745288,2412633696929576448,2019-11-15T09:38:30.000Z,active,9221,0,99184
2426178273671988224,766899079393142912,2019-02-19T03:58:36.000Z,active,4638,5,58846
2397896734648502272,558853807903105280,2019-01-05T12:31:02.000Z,active,9057,6,61441
331419955284032128,2567584004218292736,2019-12-14T17:29:09.000Z,active,7635,6,25545
1226892014445083904,2717620031920916992,2019-08-07T06:08:36.000Z,active,4581,0,32362
1455490466676286208,2796918873646157312,2019-12-09T18:53:10.000Z,active,986,7,67056
727944132672623360,466926203588617728,2019-07-17T14:37:37.000Z,active,4868,7,7647
1873033090540755456,274054839182513056,2019-01-27T11:03:33.000Z,active,7564,6,40240
1279010721040055296,2877081713206253056,2019-04-24T21:06:50.000Z,active,4794,1,68906
172640470474769632,1737384093678892544,2019-12-14T02:45:52.000Z,active,4192,2,51457
2937213920413407744,2732639702195096576,2019-09-14T14:02:05.000Z,active,9300,5,31985
2475956768878766080,1494936759909795328,2019-05-11T23:38:45.000Z,active,7699,2,3514
2769294509044593664,2911542008130165760,2019-12-01T21:56:15.000Z,active,7442,6,45303
1296073120562886912,1123477590098193024,2019-03-01T01:10:57.000Z,active,9757,0,93991
1168049246555006464,1406667598885788160,2019-08-25T06:29:45.000Z,active,1345,9,77524
2896138879195125248,2459742957370484224,2019-03-24T11:28:38.000Z,active,5091,1,37062
1365830520769629184,3086746200494042112,2019-06-03T22:10:00.000Z,active,5978,1,29332
755724561494964352,1256070670876122112,2019-10-19T02:02:27.000Z,active,8745,5,70893
1589321580026689536,2888132947802547712,2019-07-22T11:37:29.000Z,active,2629,7,33848
2240516969969267968,3104976139177020416,2019-08-24T17:14:50.000Z,active,1628,9,6744
2224370491776219904,1318609061774981888,2019-12-11T12:56:28.000Z,active,341,7,42295
1085425712044859008,1653563381709104384,2019-06-09T15:13:23.000Z,active,3152,7,38591
2557966149060329984,1213892898066700032,2019-03-19T02:15:37.000Z,active,3473,3,90334
2670423237771372032,1087428256544696576,2019-07-06T20:57:32.000Z,active,303,3,77816
1620070956211687680,1346896653801783808,2019-11-14T00:38:13.000Z,active,1171,3,48232
2840414923607548416,974654567518843008,2019-09-05T19:42:43.000Z,active,2725,9,52167
640078733792447232,2940184531114275328,2019-12-21T06:26:09.000Z,active,2819,5,13120
3250509173372841984,84482709081389456,2019-01-30T13:14:42.000Z,active,7822,0,82063
2201589417066586880,2711323285376562688,2019-04-15T10:33:19.000Z,active,5798,1,32831
3390967376964130304,1974265975798461952,2019-12-31T10:49:57.000Z,active,8540,1,40753
692578260567557632,1707487053259760128,2019-07-10T21:33:16.000Z,active,5788,5,53696
1308102822230347008,1124513079172842240,2019-03-04T11:17:41.000Z,active,76,2,77518
1303700453098506752,1233099141441427968,2019-11-17T08:00:31.000Z,active,4224,8,44297
2287987086663115008,931939811345293184,2019-01-13T21:30:20.000Z,active,8170,8,98648
681625856493859712,1398103893585785088,2019-10-07T05:42:23.000Z,active,3085,4,11976
952128544954616960,1285754244841119744,2019-12-20T13:30:14.000Z,active,7217,6,61740
1533181622763773184,1898160965864196864,2019-07-05T02:36:37.000Z,active,1019,7,34213
2929933202070007296,964528471661811456,2019-08-06T10:43:36.000Z,active,4834,6,24354
1529579370962798848,554031438093919296,2019-06-30T22:27:47.000Z,active,8633,4,25437
1678452313214797824,2316140931872365056,2019-03-19T21:18:48.000Z,active,8080,1,99615
1324733283872686592,1595139169010874368,2019-10-03T22:31:01.000Z,active,4965,5,36294
1359821649492667392,1152582616138750720,2019-03-05T08:34:57.000Z,active,749,5,6179
2679107099843440640,2961256958525940224,2019-07-02T20:53:51.000Z,active,9817,7,55560
1816947191131784704,1502356192224725760,2019-04-07T18:33:43.000Z,active,8430,7,80809
2943473496796393472,1294534222891710464,2019-02-09T21:53:16.000Z,active,4996,7,72306
2301922650591665152,264074377835287744,2019-07-18T03:43:49.000Z,active,5176,5,27675
1067451128937162368,3062128941579231232,2019-01-27T05:19:14.000Z,active,7572,8,3344
1278029399071441408,655334906928397056,2019-05-27T04:30:44.000Z,active,3021,8,58026
2124126568244495872,335300658357394368,2019-05-15T20:13:05.000Z,active,5214,2,10435
3346498173012808192,2164659963198443776,2019-10-10T13:54:40.000Z,active,4408,1,82530
395533353189752704,523670272694046784,2019-08-10T10:52:37.000Z,active,1673,9,27042
1571450730199050240,130102572083801088,2019-06-27T14:55:12.000Z,active,7657,1,82409
272479787148956960,2786113978238678016,2019-02-01T09:07:53.000Z,active,342,6,97855
3274852386433736704,815526274735298560,2019-07-24T13:06:31.000Z,active,360,4,93797
1309508046858149632,1999511825327534848,2019-09-11T15:56:46.000Z,active,7672,7,44220
2853494023670070784,3179819724464654336,2019-05-30T04:31:27.000Z,active,8360,0,26654
3027434884241251328,1378576409565849088,2019-08-07T21:24:22.000Z,active,593,6,74060
1321638664467646208,2882027308725355008,2019-12-13T07:01:05.000Z,active,6725,6,33709
98964748606973600,1788199711149539072,2019-06-17T22:45:08.000Z,active,1814,5,2439
2154330503714052352,2125608335484067584,2019-08-16T18:17:05.000Z,active,1681,8,188
1087499930830348416,269135672029403808,2019-07-30T14:14:34.000Z,active,2715,9,54742
84785196316574592,2135363810798115840,2019-02-02T10:14:54.000Z,active,2951,6,19882
350458340964318464,410134771182918720,2019-03-04T22:16:54.000Z,active,2694,0,87590
209741480449109024,3033543385751574016,2019-06-05T18:00:20.000Z,active,2899,6,58591
2841598328462877696,101370985476908112,2019-06-01T19:54:30.000Z,active,6202,3,89266
1529814470170503424,2277014098763137792,2019-02-08T21:00:03.000Z,active,3649,6,53787
2348324511123919360,1728870788749373440,2019-09-22T20:42:23.000Z,active,3038,8,92872
2246304305720773632,2923957236301838848,2019-04-20T17:30:47.000Z,active,5889,2,82442
311354779984259456,2074206192507228672,2019-12-06T03:52:42.000Z,active,8998,4,90323
1612159583336068352,1563860710110979072,2019-12-17T21:53:32.000Z,active,6121,3,58696
2456114932580145664,950000128281580928,2019-06-17T23:31:24.000Z,active,5631,1,60183
844989464785836160,1748192627719172864,2019-08-30T05:31:12.000Z,active,3800,1,24638
1782601015087712000,3161037466640854528,2019-05-14T10:32:04.000Z,active,5592,9,36826
382251277125179264,875668045997546112,2019-12-16T12:43:11.000Z,active,4314,1,59336
634601173974615040,661520476272832896,2019-01-10T05:25:46.000Z,active,8409,9,14717
254915485144685184,183665654525980096,2019-07-02T22:52:00.000Z,active,3773,0,66695
3093546035763053056,2722434249077130240,2019-08-26T16:39:17.000Z,active,2140,7,27463
595607238529758592,1295058491147734784,2019-04-22T10:29:51.000Z,active,8011,3,99461
435158033263887104,1166949243737626880,2019-07-02T18:00:03.000Z,active,9293,9,30288
348775567263864448,107217361716317520,2019-05-14T08:28:13.000Z,active,1219,3,78448
770573134729679616,560539599729447104,2019-11-09T09:19:51.000Z,active,9101,3,74364
2653670998040992768,1996366610253380608,2019-02-18T14:55:40.000Z,active,9333,4,49295
1405948449357701120,1638343805071671040,2019-04-04T15:13:47.000Z,active,2228,8,64473
1084635916492792960,1379697072918473984,2019-01-24T22:24:11.000Z,active,8984,9,38354
2588312607830385152,1635524253189656320,2019-07-20T15:46:48.000Z,active,3468,6,190
2318577828944454656,900594349974947712,2019-11-03T07:46:28.000Z,active,4584,7,86857
1131974117121086592,1761925635674678016,2019-04-18T23:10:48.000Z,active,4263,8,18327
3353340695404805632,1390364756812787456,2019-09-25T17:27:27.000Z,active,7433,6,72465
3392541557407867904,1242201987096985600,2019-07-02T14:09:12.000Z,active,166,1,66865
2137410948345457152,2014912222082715904,2019-06-16T06:08:08.000Z,active,8732,1,5740
172350311810570400,1603153837332329216,2019-02-15T12:07:30.000Z,inactive,2774,6,37312
833613106393361536,3102595437702391296,2019-05-03T22:52:31.000Z,active,2661,3,17297
63922325228231968,1319875554451806976,2019-10-15T09:11:56.000Z,active,1695,2,96605
353318300171605120,2439942940526665728,2019-11-03T00:05:40.000Z,active,2362,2,20826
2110779373625942272,933721862494123008,2019-01-28T10:47:40.000Z,active,8922,9,9508
2165103078026810368,1648835555818988288,2019-08-28T22:36:22.000Z,active,4145,1,8516
902995180942480256,2430162292085668352,2019-12-09T19:03:45.000Z,active,7699,4,83220
486787153881607360,2040908277554193920,2019-03-30T08:40:28.000Z,active,3073,7,18433
827204187464534016,433719712451183488,2019-04-01T21:48:47.000Z,active,8611,1,50079
3207641996768123392,172398877345533920,2019-05-29T17:33:40.000Z,active,4450,0,59837
240951307201637152,2152880863079440640,2019-06-24T19:48:43.000Z,active,3246,5,48212
3337637621853420544,2124229309387083776,2019-08-31T21:39:59.000Z,active,1232,0,92937
2602254279272510464,3001506141519824384,2019-02-14T10:12:49.000Z,active,4707,6,64470
279390984455897344,1770248564582164224,2019-07-21T02:38:11.000Z,active,4555,2,10934
1960732013088845824,1078964138320030592,2019-06-11T02:27:18.000Z,active,2476,9,38595
1993197298645171712,2393842120749297664,2019-05-12T02:08:13.000Z,active,2323,9,97419
2158126788988834048,1430015241017175552,2019-07-26T00:46:23.000Z,active,6757,7,27602
241272487779249792,1024008485550043264,2019-11-05T11:36:34.000Z,active,8876,3,26440
2563334453983210496,2202797761329087488,2019-04-15T10:10:57.000Z,active,1043,5,2596
860008506626657280,550608825383736896,2019-11-19T16:56:48.000Z,active,1681,3,83189
131238438489095520,308980930105247104,2019-09-03T06:15:48.000Z,active,7042,1,16325
2109917690979234816,524100072482804928,2019-12-18T06:56:37.000Z,active,8934,8,45236
2489855963081752576,3354029458350096384,2019-04-15T00:14:15.000Z,active,6852,2,80883
1517199865846564608,1610828780807135232,2019-01-21T08:48:03.000Z,active,8713,3,95584
2240001621399317504,568210875577287552,2019-02-05T22:11:52.000Z,active,4387,8,65670
2205178997421554688,2583716700128104960,2019-02-14T16:01:57.000Z,active,5665,6,97670
2488734534390046720,998698274777800448,2019-06-18T18:38:57.000Z,active,7969,7,80888
3382648222694011392,3040422486092281344,2019-12-07T01:52:27.000Z,active,4971,7,22778
1923643576882112000,689126146555351040,2019-10-23T06:35:50.000Z,active,6528,6,60851
1349702229345602560,152667843170631520,2019-08-05T10:28:39.000Z,active,3681,6,94998
1666507533341748736,949049802359139456,2019-03-15T06:03:28.000Z,active,2186,7,53399
878319255294208640,2319115456985792512,2019-06-05T07:57:38.000Z,active,2445,3,93598
1155822803794548480,2032335757601358080,2019-11-05T11:10:34.000Z,active,3295,6,21673
650195649136136320,3256177466724191744,2019-10-14T10:15:17.000Z,active,1357,2,29335
2690327937195990528,3038950913766508032,2019-11-14T12:50:02.000Z,active,490,2,84343
1783508133041521920,1923462948212722944,2019-12-13T00:09:05.000Z,active,9051,2,36200
700794118652486272,454933456792423232,2019-04-08T05:58:08.000Z,active,9320,5,30103
2571713111358302208,1497716582800207616,2019-01-14T03:42:54.000Z,active,4178,8,2678
2342281417614278144,1228943077315529984,2019-06-24T21:12:58.000Z,active,2593,0,29130
3223316904186844160,2233931607588557312,2019-06-23T23:02:27.000Z,active,8235,5,92890
19048274450778128,3185017508337320448,2019-04-01T17:21:50.000Z,active,9229,2,89754
2187274379451762688,998314723988353152,2019-08-22T22:49:00.000Z,active,178,2,52333
2052510478729858816,977020299748011520,2019-09-02T09:04:49.000Z,active,1211,1,95791
190661152058194112,1561354906910656768,2019-11-06T04:51:12.000Z,active,2898,8,24733
267693677163725120,471131599081621120,2019-02-09T04:18:49.000Z,active,4162,9,68280
1149460312487389056,2727119756704125952,2019-03-29T20:42:22.000Z,active,9662,1,63960
556691726587429504,2107356556747374592,2019-12-17T15:13:42.000Z,active,4699,0,39033
2607236016832862208,3270694131821030400,2019-04-23T09:55:59.000Z,active,5417,0,98104
3113741536278122496,1316236387434656000,2019-06-13T02:39:43.000Z,active,9076,0,66671
1874142206035869440,3186730441364772352,2019-06-03T09:51:12.000Z,active,6894,7,47485
2406912191726072320,2282318651003460864,2019-12-21T04:45:37.000Z,active,6414,1,95821
2330178298282491392,369882488637049088,2019-12-25T01:03:45.000Z,active,8035,8,31769
1576313993598277632,863763346034321536,2019-06-01T13:44:24.000Z,active,965,8,51027
911810083423300224,938371080433758720,2019-12-21T01:44:36.000Z,active,7862,2,62753
2371482026892281344,2212994904569735680,2019-12-03T18:33:10.000Z,active,6085,8,33578
3355253471420404736,2672667774453281280,2019-12-07T17:05:45.000Z,active,4,2,59877
1801531534081937408,1118358556820489856,2019-10-09T01:23:26.000Z,active,6522,1,32151
28099442614623548,1314385131662734848,2019-03-01T14:03:40.000Z,active,1384,9,12870
2078874626437481728,2509085295689195008,2019-08-19T20:13:56.000Z,active,2745,6,10253
2378798360069749248,698384202733715328,2019-12-29T20:36:46.000Z,active,8523,5,35026
707647286167164416,887465964621024512,2019-05-12T03:16:43.000Z,active,154,1,4552
3392089854925327360,2113151994847204352,2019-05-11T11:16:33.000Z,active,4412,9,50948
1934986368222617088,1935801852381389056,2019-04-10T13:24:32.000Z,active,4510,0,59721
